id,inspection_id,code,description,critical_flag
1352,442,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical
1353,357,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1354,879,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
1355,38,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
1356,183,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical
1357,868,02B,Hot TCS food item not held at or above 140 F.,Critical
1358,34,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1359,815,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical
1360,223,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1361,417,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1362,681,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer's refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical
1363,866,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
1364,827,02B,Hot TCS food item not held at or above 140 F.,Critical
1365,892,16-04,"Required succinct nutritional statements not posted on menu(s) for adults and children (2,000 calories per day for adults)",Not Applicable
1366,492,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical
1367,435,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical
1368,425,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
1369,549,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
1370,228,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical
1371,757,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
1372,496,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
1373,715,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical
1374,909,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
1375,824,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
1376,13,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical
1377,450,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
1378,115,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
1379,614,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
1380,675,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
1381,926,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical
1382,809,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical
1383,331,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer's refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical
